,id,lat,lon,cluster,cluster_size,geohash,time_ratio_weekday_True,time_ratio_weekday_False
604,240,54.8834,38.0757,7,17,202320012230022133,0.0072619903922727,1.4558636729256672e-05
605,240,54.898,38.0782,8,23,202320012230311000,0.0101696765741002,0.0
612,244,54.9074,38.0627,0,198,202320012230320112,0.4846554174971707,0.7451681998836158
613,244,54.8818,38.0642,1,156,202320012230012022,0.1002282988796516,0.1118030878948085
614,244,54.8712,38.1324,2,103,202320012233313321,0.0341900088891673,0.0133594165934106
615,244,54.8898,38.0883,3,18,202320012230203331,0.0507544044453668,0.0200205529486052
616,244,54.8665,38.1374,4,31,202320012233320103,0.0180485340705729,0.0625255364195773
617,244,54.8921,38.0977,5,38,202320012230211022,0.2216770373619144,0.0164052150011762
618,245,54.8807,38.069,0,425,202320012230021031,0.960879277771282,0.9596487476275762
619,245,54.8969,38.0843,1,18,202320012230203112,0.0224188754253924,0.0
624,247,54.8914,38.0708,0,538,202320012230312130,0.7111604109570301,1.0
625,247,54.889,38.0616,1,53,202320012230322111,0.1224434888482532,0.0
626,247,54.8918,38.0613,2,64,202320012230322102,0.1281253847592034,0.0
629,249,54.8944,38.0666,0,22,202320012230321030,0.00119903174424,0.0
630,249,54.8852,38.0612,1,1199,202320012230011220,0.6127353225219802,0.9591598813154056
631,249,54.8847,38.08,2,149,202320012230133313,0.1282763291567897,0.0
632,249,54.8953,38.0749,3,260,202320012230311313,0.0955738671282186,0.0
633,249,54.8901,38.0882,4,43,202320012230203302,0.0,0.0340098111378816
634,249,54.8798,38.0786,5,24,202320012230022301,0.0,0.0008366440970872
635,249,54.8907,38.0671,6,141,202320012230321103,0.0230725815554803,0.0
636,249,54.9035,38.1624,7,22,202320012300130201,0.014546412311397,0.0
637,249,54.8953,38.0788,8,160,202320012230200323,0.0522130664358906,0.0
638,249,54.8979,38.061,9,34,202320012230322003,0.0015125860706626,0.0
639,249,54.886,38.095,10,18,202320012230123001,0.011022061682407,0.0
640,249,54.8837,38.0832,11,43,202320012230133213,0.0049993101804818,2.2859128335718303e-05
641,249,54.907,38.0896,12,22,202320012230213332,0.0043772183968594,0.0
642,249,54.8944,38.0721,13,23,202320012230312030,0.0013871643400935,0.0
643,249,54.8983,38.0704,14,17,202320012230312011,0.0088949091319562,0.0
644,250,54.8921,38.0661,0,526,202320012230321132,0.8177848299587314,0.6399396048053568
645,250,54.8941,38.0787,1,367,202320012230200322,0.1768915882741194,0.2948992319306768
646,250,54.8857,38.0769,2,31,202320012230022213,0.0022834398938617,0.0055734261143569
647,250,54.8921,38.0692,3,39,202320012230312201,3.333488896148487e-05,0.0130112256285695
654,254,54.9072,38.0599,0,443,202320012230323232,0.3977942564379129,0.1820454324822832
655,254,54.8869,38.0672,1,523,202320012230012222,0.4446703518942969,0.6969468983593826
656,254,54.9083,38.0785,2,17,202320012230310000,0.0254280706485101,4.853897679836909e-05
657,254,54.9146,38.0646,3,34,202320012230331022,0.0035701766212754,0.0034948063294825
658,254,54.902,38.0617,4,24,202320012230323121,0.0363003909936632,0.0
659,254,54.8971,38.0717,5,24,202320012230312013,0.017338546582176,7.280846519755364e-05
660,254,54.8978,38.07,6,15,202320012230312322,0.0040771201294323,0.0
661,255,54.8842,38.0668,0,976,202320012230012231,0.7298411754475531,0.8500582349515591
662,255,54.8913,38.0754,1,32,202320012230311203,0.0014249889198696,0.0412012282280692
663,255,54.8967,38.067,2,60,202320012230321001,0.0716533798605306,0.0546746783842448
664,255,54.8841,38.0693,3,12,202320012230021131,0.0140591426503671,0.0
665,255,54.8936,38.0424,4,21,202320012223201311,0.0310580262220402,0.0
671,257,54.8826,38.0603,0,680,202320012230011201,0.8993799695381552,0.9801853597528536
672,257,54.8848,38.0561,1,25,202320012223300010,0.0525686690732323,0.0
673,258,54.9152,38.0655,0,314,202320012230331200,0.6718371797011936,0.6588911988911988
674,258,54.8944,38.0797,1,371,202320012230200321,0.1816391578332359,0.3327304227304227
675,258,54.9162,38.0644,2,137,202320012230331311,0.1455794591436441,0.0
676,260,54.8545,38.184,0,2821,202320012300333110,0.9912151738160544,0.9949353989684117
677,260,54.8569,38.1891,1,46,202320012301003223,0.0001590897831564,0.0047972546290107
678,260,54.855,38.1897,2,33,202320012301003221,0.0069350585736484,0.0
679,260,54.8534,38.1807,3,19,202320012300330233,0.0006698517185534,0.0
680,261,54.8808,38.1149,0,352,202320012233203132,0.601100899093219,0.9450688395616746
681,261,54.8469,38.104,1,112,202320012233222310,0.2567893261990152,0.0
682,261,54.8453,38.1007,2,39,202320012233222221,0.0297519517510984,0.0
683,262,54.8939,38.0775,0,776,202320012230311030,0.9610038458004646,0.9907208603274772
684,262,54.8943,38.0744,1,44,202320012230311303,0.036113772690879,0.0080157826279071
686,264,54.8925,38.0878,0,983,202320012230203312,0.6278629358895232,0.9314001523546172
687,264,54.9059,38.0734,1,117,202320012230310121,0.0666563801882425,0.0
688,264,54.9107,38.0744,2,189,202320012230303003,0.1879411934886591,1.6779142854266434e-05
689,264,54.8855,38.0849,3,96,202320012230130113,0.0399352434037957,0.0062049270275077
690,264,54.898,38.0941,4,17,202320012230210221,0.0144822365375713,1.006748571255986e-05
691,264,54.8875,38.0671,5,27,202320012230012222,0.0234495544669032,0.0054364422847823
692,264,54.8887,38.0668,6,25,202320012230321112,0.0,0.0381759058220269
693,264,54.8984,38.0793,7,20,202320012230200332,0.0025181781360901,0.0028893683995046
694,264,54.9031,38.0782,8,23,202320012230310322,0.0089926323098287,0.0
695,264,54.9021,38.0757,9,17,202320012230310201,0.0032968966980404,0.0
696,265,54.8796,38.1428,0,1066,202320012233322313,0.6962006178480924,0.5497576993353283
697,265,54.8477,38.1021,1,21,202320012233222202,0.0102628675101714,0.0
698,265,54.8989,38.0222,2,480,202320012223102103,0.1593429779014376,0.2847430024097662
699,265,54.8956,38.0416,3,97,202320012223201313,0.0409070497415102,0.0905383576516696
700,265,54.8695,38.1543,4,21,202320012300031102,0.0117003008004043,0.0
701,265,54.8835,38.0836,5,19,202320012230133211,0.0261017125088288,0.0
707,270,54.8977,38.0652,0,56,202320012230321011,0.2584755384371505,0.0578796900903339
708,270,54.888,38.0658,1,178,202320012230321121,0.411778567052402,0.72913353858646
709,270,54.8875,38.0626,2,28,202320012230012111,0.2715042822194707,0.0
710,270,54.8872,38.0652,3,15,202320012230012211,0.0552511278582047,0.161873667828264
711,271,54.888,38.065,0,748,202320012230321122,0.9996198519177008,1.0
713,273,54.8796,38.0693,0,886,202320012230021020,0.7052801355062491,0.7319950586781964
714,273,54.9039,38.0806,1,20,202320012230201023,0.015580727723358,0.0725756639901173
715,273,54.8842,38.0619,2,129,202320012230011230,0.1133557101312094,0.012816553428042
716,273,54.8886,38.0662,3,34,202320012230321121,0.0255568771289613,0.0
717,273,54.8794,38.0661,4,20,202320012230012320,0.0068438128569026,0.0221432983323038
718,273,54.8916,38.0624,5,18,202320012230321230,0.0255008313457838,3.088326127239036e-05
719,273,54.8789,38.0736,6,16,202320012230022001,0.0360997116755821,0.0
724,276,54.882,38.0554,0,403,202320012223300321,0.9335639502630658,0.8938080170620422
730,281,54.8794,38.0701,0,464,202320012230021012,0.7513842373424798,0.8852773891230017
731,281,54.8996,38.0504,1,197,202320012223231332,0.2285103046534624,0.0
732,282,54.8909,38.0665,0,123,202320012230321102,0.0707685769346317,0.0799510450663148
733,282,54.8844,38.0671,1,1090,202320012230012230,0.8950341825855663,0.8517464064995487
734,283,54.8998,38.0852,0,1836,202320012230202003,0.8612436959654178,0.8599576536973648
735,283,54.8975,38.0802,1,249,202320012230200301,0.0224180475504322,0.0965157748938142
736,283,54.8873,38.0878,2,507,202320012230130032,0.0823072766570605,0.0
737,283,54.8856,38.0628,3,19,202320012230012110,0.0142173991354466,0.0014234911889479
738,283,54.8417,38.1924,4,35,202320021032333013,0.0,0.0096725714241824
739,283,54.8909,38.079,5,30,202320012230200010,0.001889409221902,0.0081697129207427
744,286,54.8799,38.0651,0,837,202320012230012312,0.5370100268566907,0.1286936679977182
745,286,54.8875,38.0601,1,738,202320012230011212,0.4611008552160645,0.871205664239455
746,287,54.8926,38.065,0,190,202320012230321133,0.1444528614830113,0.1065866793500774
747,287,54.8934,38.0662,1,253,202320012230321023,0.2250400695335986,0.1379116354951388
748,287,54.8924,38.0733,2,543,202320012230311233,0.50538486687346,0.6174008213531358
749,287,54.8932,38.0754,3,63,202320012230311311,0.0964826524835136,0.122921685052498
751,289,54.8941,38.0685,0,1085,202320012230312303,0.3907016735366155,0.5674196150743345
752,289,54.886,38.0871,1,85,202320012230130030,0.0644921784991935,0.0
753,289,54.886,38.0897,2,355,202320012230123332,0.4134578458229857,0.0
754,289,54.891,38.0626,3,38,202320012230321230,0.0115637027744352,0.081105220698398
755,289,54.8918,38.0729,4,36,202320012230312103,0.0088754619080536,0.0
756,289,54.904,38.0801,5,36,202320012230201023,0.0207485257345724,0.0006050478275901
757,289,54.8795,38.0698,6,18,202320012230021021,0.000117343847342,0.0
758,289,54.8951,38.0714,7,22,202320012230312020,0.0062810961195456,0.0
759,289,54.8714,38.1467,8,16,202320012300032311,0.0099998293180402,0.0
760,289,54.8891,38.0628,9,73,202320012230321223,0.0335795420603019,0.056240636164573
761,289,54.9132,38.0482,10,53,202320012223220023,0.0,0.1816584072836233
762,289,54.8983,38.079,11,15,202320012230200333,0.000117343847342,0.07666820329607
763,289,54.8967,38.0793,12,20,202320012230200331,0.0048452341329783,0.0
764,290,54.8983,38.0648,0,611,202320012230321322,0.5953160008296878,0.0
765,290,54.8793,38.0699,1,499,202320012230021012,0.2527875830855793,0.9383737767126024
766,290,54.8916,38.0621,2,60,202320012230322103,0.0519507942766485,0.0
767,290,54.9084,38.0785,3,50,202320012230310000,0.0188492378644133,0.0
768,290,54.8572,38.1894,4,35,202320012301003220,0.006973862963219,0.0
769,290,54.8876,38.0722,5,22,202320012230021221,0.0002933806230507,0.0
770,290,54.8984,38.0794,6,22,202320012230200332,0.0035560721379972,0.0075019972039145
771,290,54.8975,38.0678,7,31,202320012230312333,0.0008016578808201,0.0
772,290,54.8823,38.0597,8,31,202320012230011200,5.419132527688964e-05,0.00742710205712
773,290,54.8863,38.0861,9,80,202320012230130102,0.0341237169269407,0.0
774,290,54.8844,38.0715,10,21,202320012230021202,0.0228818199315694,0.0
776,293,54.8843,38.0651,0,2059,202320012230012203,0.9395414605518831,0.8248991112300806
777,293,54.8949,38.0717,1,49,202320012230312020,0.0007647715273943,0.0394440359574013
778,293,54.8902,38.0656,2,148,202320012230321120,0.0065594754268048,0.0002981767171421
779,293,54.8984,38.0795,3,127,202320012230200332,0.0302997396080026,0.0572262110887855
780,293,54.8916,38.0705,4,101,202320012230312130,0.0074963783100628,0.0593778271727086
781,293,54.8872,38.0661,5,63,202320012230012212,0.0039162771568983,0.0018398858796382
782,294,54.8536,38.2005,0,1296,202320012301032110,0.6497221451299561,0.5814263953804899
783,294,54.8488,38.2117,1,32,202320012301100012,0.0105645090154923,0.0296306592763771
784,294,54.852,38.2019,2,337,202320012301032101,0.3063911998640307,0.3781963291806393
785,294,54.8485,38.2025,3,52,202320012301032311,0.0171532085084044,0.0054442571774422
786,294,54.8485,38.1817,4,21,202320012300330123,0.0064381006473598,0.0
787,294,54.8513,38.1807,5,21,202320012300330201,0.003035642443918,0.0011583525909451
788,295,54.8852,38.0855,0,544,202320012230130102,0.9523607544455766,0.9890942816937444
789,295,54.8868,38.0815,1,38,202320012230133233,0.0134439214203715,0.0
792,297,54.9391,38.0176,0,298,202320012220222032,0.1333478355449206,0.1323230309072781
793,297,54.8954,38.0782,1,407,202320012230311032,0.7474662963024938,0.7604519774011299
794,297,54.8909,38.0659,2,35,202320012230321131,0.0462118550001952,0.0016749750747756
795,297,54.88,38.0702,3,18,202320012230021021,0.0123324576228644,0.0
796,298,54.8416,38.191,0,644,202320021032333321,0.5171329168895279,0.5947402401756122
797,298,54.8445,38.1897,1,368,202320012301000003,0.4216419924529783,0.3484181982524857
798,298,54.8571,38.1897,2,35,202320012301003220,0.0186369234845845,0.0302586837687771
826,309,54.8817,38.054,0,741,202320012223300311,0.9213274951195032,0.9295015752484046
827,309,54.8865,38.0546,1,19,202320012223300032,0.0196580159631766,0.0
828,310,54.8983,38.0792,0,24,202320012230200333,0.0057477059594635,0.0
829,310,54.8885,38.0938,1,85,202320012230210330,0.0568785435241537,0.0068290462098793
830,310,54.8889,38.0722,2,251,202320012230312112,0.1437316826433592,0.0039390730312057
831,310,54.8913,38.0891,3,1170,202320012230203323,0.6504601092291828,0.793030413998555
832,310,54.8866,38.0993,4,23,202320012230122223,0.0123671635868027,0.0
833,310,54.9038,38.0806,5,21,202320012230201023,0.0037504838547037,0.0086550737833905
834,310,54.8871,38.0636,6,20,202320012230012121,0.0,0.0193786557665851
835,310,54.8967,38.0801,7,20,202320012230200302,0.0018394610753121,0.0
836,310,54.8997,38.0718,8,49,202320012230313110,0.0209659528928818,0.0
837,310,54.8814,38.0634,9,66,202320012230012030,0.0059916663142794,0.0448886073694316
838,310,54.8982,38.0703,10,22,202320012230312322,0.0035634475826781,0.01291085620404
839,310,54.8827,38.0644,11,22,202320012230012133,0.0040562474994063,0.0
840,310,54.8796,38.0788,12,29,202320012230133010,0.0044823649191515,0.0113916408515523
841,310,54.8913,38.0795,13,45,202320012230200013,0.0030088443760632,0.0116836073199457
842,310,54.8902,38.0852,14,29,202320012230203220,0.0076505967270278,0.0026969783944813
843,310,54.8994,38.0747,15,15,202320012230310230,0.0012946162828899,0.0056710775047258
844,311,54.918,38.0649,0,164,202320012230331232,0.3013552032468341,0.0075191875641208
845,311,54.8711,38.1529,1,564,202320012300031133,0.5028352588414644,0.891679544952794
846,311,54.9156,38.0681,2,15,202320012230302122,0.0224498655565688,0.0
847,311,54.9189,38.0601,3,16,202320012230330213,0.0086454361587206,0.0
848,311,54.9177,38.0677,4,50,202320012230302121,0.0619516676706455,0.0
849,311,54.8714,38.1471,5,18,202320012300032311,0.017304333487015,0.0099996104047894
850,312,54.8931,38.0772,0,483,202320012230311132,1.0,1.0
854,314,54.8946,38.0659,0,28,202320012230321020,0.0032372081418799,0.0
855,314,54.8929,38.0644,1,1495,202320012230321200,0.8696249246314739,0.9148068469221298
856,314,54.8981,38.0795,2,145,202320012230200332,0.0564473875709503,0.0746809673877774
857,314,54.8915,38.0626,3,20,202320012230321230,0.0002754849574817,0.0
858,314,54.8848,38.0644,4,171,202320012230012130,0.0382092438197808,0.0
863,317,54.8806,38.0623,0,753,202320012230012032,0.8428036295068275,0.8816781669432556
864,317,54.8846,38.1963,1,120,202320012301012130,0.0768517698275098,0.0410273580419444
865,317,54.8875,38.084,2,22,202320012230133222,0.0,0.0598790772605079
866,318,54.8902,38.0648,0,2010,202320012230321210,0.92519300293915,0.9537354261280642
867,318,54.8955,38.0651,1,58,202320012230321021,0.0348818520892718,0.0
868,318,54.8877,38.0653,2,42,202320012230321122,0.003585725818519,0.0144211616604254
869,318,54.8855,38.0536,3,15,202320012223300101,0.0,0.0065908869589851
870,318,54.9009,38.0803,4,16,202320012230201013,0.0015924243459883,0.0002213192397241
871,318,54.8902,38.0853,5,27,202320012230203220,0.0176330514877714,0.0107339831266211
872,318,54.8946,38.0681,6,20,202320012230312301,0.0002105990434369,0.0
878,323,54.8937,38.0775,0,756,202320012230311030,0.5546320661916342,1.0
879,323,54.8919,38.0812,1,199,202320012230200022,0.4175076273175311,0.0
880,324,54.884,38.0786,0,3099,202320012230022230,0.9947319742623104,0.973155198917424
881,324,54.8884,38.0687,1,239,202320012230312221,0.0023633133095276,0.0055553247431552
882,324,54.8841,38.0719,2,83,202320012230021231,0.0015140597901016,0.0
883,324,54.8916,38.0629,3,45,202320012230321231,0.0,0.0042881646655231
884,324,54.8865,38.0834,4,66,202320012230133223,0.0008917161953973,0.0045997614059244
885,324,54.8851,38.0741,5,36,202320012230022113,5.307834496412568e-06,0.0019764136105456
886,324,54.8983,38.0783,6,18,202320012230311000,0.0,0.0029290093597725
887,324,54.8864,38.0877,7,23,202320012230130032,7.563664157387908e-05,0.0
888,324,54.8854,38.0829,8,15,202320012230133220,1.1942627616928275e-05,0.0
889,324,54.8839,38.0687,9,19,202320012230021102,0.0002242560074734,0.0
890,324,54.8855,38.0697,10,20,202320012230021123,0.0,0.0017479093342513
891,325,54.8886,38.0933,0,197,202320012230210323,0.6988543990320996,0.644952935211516
892,325,54.8912,38.0854,1,72,202320012230203213,0.2664102882636665,0.355047064788484
903,328,54.8854,38.0534,0,499,202320012223300101,0.9384157316601344,0.7817050505050505
904,328,54.8863,38.0708,1,26,202320012230021210,0.0,0.1529616161616161
905,328,54.8795,38.0664,2,17,202320012230012302,0.0034540571153015,0.0311272727272727
906,328,54.8877,38.0554,3,42,202320012223233330,0.0097005175478437,0.0002020202020202
907,329,54.8571,38.1937,0,404,202320012301003110,0.9194739560792416,1.0
908,329,54.845,38.1913,1,17,202320012301000322,0.072340346321555,0.0
909,331,54.8891,38.0639,0,252,202320012230321213,0.7568251575036347,0.8820588975176701
910,331,54.8909,38.064,1,22,202320012230321202,0.0883007556584639,0.0857008382630993
911,331,54.9022,38.1571,2,15,202320012300131202,0.0682515750363469,0.0
912,332,54.8866,38.071,0,591,202320012230021211,0.2355304868066614,0.1155515832482124
913,332,54.8929,38.0718,1,1393,202320012230312101,0.7157776851755391,0.8658881976042344
920,337,54.8447,38.1906,0,456,202320012301000011,1.0,0.9392961009513482
921,337,54.857,38.189,1,15,202320012301003223,0.0,0.0363040370680731
922,338,54.8999,38.0721,0,119,202320012230313110,0.0165253036689095,4.921777298525928e-05
923,338,54.8448,38.1155,1,38,202320012233230103,0.0085805078793784,0.0200830885494851
924,338,54.8893,38.078,2,77,202320012230311110,0.0131195885209018,0.0011454318076569
925,338,54.8846,38.1106,3,1047,202320012233210031,0.7743968561147556,0.8024532822661652
926,338,54.8907,38.0934,4,179,202320012230210313,0.0592777443779212,0.1507025837093645
